"","DG_Down","DG_Up","Hippo_Down","Hippo_Up","Int_DdHd","Int_DdHu","Int_DuHd","Int_DuHu","Description"
"GO:0023061",3.69577329030673e-05,0.830754296293791,0.203526099576798,0.597102589762772,0.195799421921086,0.794445808137608,0.823524414910926,0.504300387237928,"signal release"
"GO:0046068",3.71960633554818e-05,0.218811244083045,0.466265774318362,0.79861673189834,0.0115874405419156,NA,NA,NA,"cGMP metabolic process"
"GO:0051046",3.81970157967987e-05,0.220177702783138,0.788802523185143,0.0844958504496875,0.203590667123306,0.657633187144748,0.740955312403975,0.00389478180740882,"regulation of secretion"
"GO:0050807",3.82851509181893e-05,0.913020228499552,0.062241507381637,0.64309198902791,0.000597656309304071,NA,NA,NA,"regulation of synapse organization"
"GO:0030855",4.13649098839817e-05,0.380533394118098,0.622891551677098,0.722815585798637,0.00129046797738838,0.622293513796389,0.559573871211398,0.551262413560216,"epithelial cell differentiation"
"GO:1904358",4.8689238380827e-05,NA,0.0206229470216202,0.808467667286375,0.0122947580209497,NA,NA,NA,"positive regulation of telomere maintenance via telomere lengthening"
"GO:0007187",4.88221086505267e-05,0.698031680981412,0.107879880692013,0.978516677158632,0.117233044243293,0.679919193273998,0.140680975832275,0.479987388893062,"G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger"
"GO:0044091",4.95979803038549e-05,0.741186265449486,0.0354798133424232,NA,0.00774316878643455,NA,NA,NA,"membrane biogenesis"
"GO:0051966",5.19311034497161e-05,0.717078532310749,0.429325721726073,0.697658794466721,0.222836643797587,NA,0.245803018921648,0.242563284366301,"regulation of synaptic transmission, glutamatergic"
"GO:0007158",5.37245341105517e-05,NA,0.00376549548065067,NA,NA,NA,NA,NA,"neuron cell-cell adhesion"
"GO:0048511",6.05879262503888e-05,0.529173095489341,0.0286426091436412,0.987455017323185,0.63568068634429,0.12491113724501,0.100971418197223,0.671330278673516,"rhythmic process"
"GO:0050808",6.42396672385828e-05,0.90655076258896,0.0750976470633269,0.36869250813767,0.0098260288767662,0.461069330393689,NA,0.768858632275271,"synapse organization"
"GO:0007626",8.00010848143678e-05,0.575531580340651,0.380589953771689,0.691179486601223,0.162641146064849,0.0498421669144207,NA,0.551863406674063,"locomotory behavior"
"GO:0007608",8.079216268826e-05,0.838015652727847,0.826194786130778,NA,NA,0.292128965159319,NA,NA,"sensory perception of smell"
"GO:1904874",8.54142088294448e-05,NA,0.0337327358118904,NA,0.0741662222594105,NA,NA,NA,"positive regulation of telomerase RNA localization to Cajal body"
"GO:0072503",8.80946371301152e-05,0.125647002274804,0.551438454726846,0.670693836458129,NA,0.0967857840702546,0.169547782086376,NA,"cellular divalent inorganic cation homeostasis"
"GO:0007157",8.95246413158768e-05,0.766774483177891,0.0104176416237031,0.399628708979856,0.0089470925149828,NA,NA,NA,"heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules"
"GO:0035850",0.000117159207354543,0.681297395572445,0.0202172132964953,NA,NA,NA,NA,0.11713814114538,"epithelial cell differentiation involved in kidney development"
"GO:0055074",0.000123711982036561,0.369296967655259,0.556792173805092,0.68046919396929,NA,0.0735404699803033,0.142207039112972,NA,"calcium ion homeostasis"
"GO:0099068",0.000130370801949251,NA,0.00633579627337967,NA,0.00295442899499029,NA,NA,NA,"postsynapse assembly"
"GO:0007193",0.000132973189171344,0.765850614172625,0.0463768481290227,0.933260122935804,0.242620140052725,NA,0.267253516080212,0.263783220506483,"adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway"
"GO:0043410",0.000143195077287584,0.415857227681522,0.0561060993043551,0.557116397866824,0.00682838652835717,0.0163415341924807,0.122294323361262,0.288377839248196,"positive regulation of MAPK cascade"
"GO:0031346",0.000152346815364534,0.884910104887067,0.0091857125717915,0.977699457492663,0.00380038546586222,0.162312568064183,NA,0.81455315544462,"positive regulation of cell projection organization"
"GO:0030902",0.000155979659771083,0.0159104000103689,0.0299026512748669,0.397183868331782,0.415131661190371,0.271665021962613,0.451292312218366,0.11655113567909,"hindbrain development"
"GO:0050768",0.000160829615350532,0.0387034610903861,0.00686014839289568,0.741304136553649,0.0779881953437004,0.856078092674453,0.676924778992883,0.301423626408095,"negative regulation of neurogenesis"
"GO:1903530",0.00016119963278597,0.255533976186525,0.892908241944444,0.345236890350547,0.175558537474463,0.796385741329647,0.918388497984564,0.00268022643377922,"regulation of secretion by cell"
"GO:0044057",0.000162727980775866,0.493985623071753,0.890636201425283,0.117516928069588,0.0204070937314882,0.0317841769614162,0.53027724255272,0.251569517598828,"regulation of system process"
"GO:0009187",0.000167520364966441,0.132255733277596,0.224857622033706,0.985249369788899,0.0688182802546302,NA,NA,NA,"cyclic nucleotide metabolic process"
"GO:2000278",0.000167520364966441,0.804894789118733,0.224857622033706,0.784179664610783,0.00906243020833599,0.199251466563499,NA,0.379347720419929,"regulation of DNA biosynthetic process"
"GO:0097104",0.000168718254587088,NA,0.00139513707959467,NA,0.0549346859739284,NA,NA,NA,"postsynaptic membrane assembly"
"GO:1990173",0.000168718254587088,0.435304156391012,0.014133196509651,NA,0.0549346859739284,NA,NA,NA,"protein localization to nucleoplasm"
"GO:0007188",0.000174906050237836,0.784891483212516,0.0697863372939634,0.967077876165156,0.100797586833195,NA,0.454464310763832,0.449417949441499,"adenylate cyclase-modulating G-protein coupled receptor signaling pathway"
"GO:0030155",0.000181279940227179,0.199916578550496,0.927572504771958,0.0716144181231951,0.00295083937204306,0.506388416761212,0.63966953631754,0.88500262447219,"regulation of cell adhesion"
"GO:0007416",0.000181450608815009,0.989662228172116,0.00886619281047178,0.425896513580718,0.00401437461807317,0.71598191101876,NA,NA,"synapse assembly"
"GO:1905809",0.000192215557476775,NA,0.0469302282621635,NA,0.0836371947583526,NA,NA,NA,"negative regulation of synapse organization"
"GO:0055082",0.000192878315250629,0.0570566113404914,0.447520925355915,0.778502948783294,0.22299765820108,0.18239230478811,0.13386313615441,0.27718422638058,"cellular chemical homeostasis"
"GO:0050804",0.000205515914121392,0.307888429321254,0.352268302403366,0.576500266841527,0.050881086582913,0.752453539843943,0.795521056636682,0.19954074180688,"modulation of chemical synaptic transmission"
"GO:0099177",0.000205515914121392,0.307888429321254,0.352268302403366,0.576500266841527,0.050881086582913,0.752453539843943,0.795521056636682,0.19954074180688,"regulation of trans-synaptic signaling"
"GO:0006874",0.000211311707185393,0.455799205745252,0.651155881124361,0.857763466506066,NA,0.0682675565372668,0.135626588450013,NA,"cellular calcium ion homeostasis"
"GO:0031345",0.000216320792877397,0.0513968828845188,0.0795979093496765,0.528465206456738,0.00566919548430039,0.750515142181986,0.554797261815425,0.186872768355498,"negative regulation of cell projection organization"
"GO:0051961",0.000216389781217455,0.0209934393427271,0.0147959339598157,0.707472482259361,0.093524650460522,0.877424201750185,0.705784203657976,0.334721585810401,"negative regulation of nervous system development"
"GO:0010977",0.00024703251388775,0.0384453085489987,0.0645760747009848,0.361354674655446,0.0229713017456149,0.692417806264235,0.497021245790516,0.144998148244288,"negative regulation of neuron projection development"
"GO:0032835",0.000249487201404022,0.810622089035341,0.0182056907767534,0.79861673189834,NA,NA,NA,NA,"glomerulus development"
"GO:0098815",0.000249487201404022,0.218811244083045,0.202799379300794,0.467204150132212,NA,NA,NA,NA,"modulation of excitatory postsynaptic potential"
"GO:0048706",0.000259216736693025,0.951175652125077,0.0619327953321168,0.151723993912072,0.258089740423765,NA,NA,NA,"embryonic skeletal system development"
"GO:1904872",0.000275076634655516,NA,0.0543440924976119,NA,0.0883368996878782,NA,NA,NA,"regulation of telomerase RNA localization to Cajal body"
"GO:0097485",0.000279614517321306,0.367112859299075,0.000374972154257234,0.984931381600372,0.00281790189542645,0.848680538508631,0.29707693173476,0.661737096948392,"neuron projection guidance"
"GO:1904951",0.000298009432172705,0.852541317759659,0.72925828741822,0.23393477035548,0.000150818932326679,0.180155967248931,NA,0.0285614883470898,"positive regulation of establishment of protein localization"
"GO:0007218",0.000298687556659646,0.621600255884943,0.600243551803433,NA,NA,NA,0.210189185291871,NA,"neuropeptide signaling pathway"
"GO:0010976",0.000300815646496805,0.821884738221478,0.0156983909266543,0.988297386591651,0.111319646942725,0.0735404699803033,NA,0.728258575550392,"positive regulation of neuron projection development"
"GO:0072009",0.000303172085020691,0.349365672816791,0.0238022995806363,0.790196145929134,NA,NA,NA,0.284417563399355,"nephron epithelium development"
"GO:0007611",0.000325869329262515,0.85979785902507,0.0125186010125029,0.985993783638706,0.0166848892007087,0.564809362954233,0.671211361240736,0.295147664380004,"learning or memory"
"GO:0051963",0.000369431574382386,0.875950757060447,0.00662421027179042,0.670671122163827,0.00547569144666791,NA,NA,NA,"regulation of synapse assembly"
"GO:0090670",0.00038358359173892,NA,0.0622800950242665,NA,0.0930129079395006,NA,NA,NA,"RNA localization to Cajal body"
"GO:0090671",0.00038358359173892,NA,0.0622800950242665,NA,0.0930129079395006,NA,NA,NA,"telomerase RNA localization to Cajal body"
"GO:0090672",0.00038358359173892,NA,0.0622800950242665,NA,0.0930129079395006,NA,NA,NA,"telomerase RNA localization"
"GO:0090685",0.00038358359173892,NA,0.0622800950242665,NA,0.0930129079395006,NA,NA,NA,"RNA localization to nucleus"
"GO:0050890",0.000384304088019985,0.784711227622041,0.0208301437037486,0.959767501157527,0.0256251884211855,0.636739485212337,0.719246274212289,0.126179600131501,"cognition"
"GO:0045785",0.000397366732872896,0.165124576314309,0.796040660254158,0.0247848343686343,0.00406714239150054,0.8724017956187,NA,0.693274493049855,"positive regulation of cell adhesion"
"GO:0010721",0.000411807897956693,0.0543161816130825,0.0110610019251678,0.277512055821491,0.102787915254279,0.888019492387147,0.720885784555767,0.353270418681969,"negative regulation of cell development"
"GO:0060079",0.000416118872508245,0.390967888774615,0.560869637137045,0.562300375136969,NA,NA,NA,NA,"excitatory postsynaptic potential"
"GO:0021533",0.000428796280729149,0.491063244618826,0.477586616421809,NA,NA,0.120325058398547,NA,NA,"cell differentiation in hindbrain"
"GO:0045665",0.000451464524125715,0.00708075345817715,0.0485534959209865,0.523139877709417,0.0485749800087509,0.795685260398445,0.603723620646885,0.228131944124356,"negative regulation of neuron differentiation"
"GO:0098742",0.000451464524125715,0.826391454954552,0.0113056155235227,0.158515614469781,0.0485749800087509,0.207393264422985,0.603723620646885,NA,"cell-cell adhesion via plasma-membrane adhesion molecules"
"GO:0021549",0.000482794638001777,0.0284567736735081,0.13752211089214,0.689215863306861,0.30982638414328,0.157114605905841,NA,0.0622601464169369,"cerebellum development"
"GO:1903532",0.000491019373346939,0.266006946729898,0.891631096833881,0.0894543550538377,0.0223807790179146,0.613835650946324,NA,0.00115235520349637,"positive regulation of secretion by cell"
"GO:0051047",0.000539888427306213,0.244659092238019,0.768875795619163,0.0134496750663498,0.027544492727193,0.649002831744677,NA,0.0016037054313344,"positive regulation of secretion"
"GO:0050673",0.000585046456536771,0.665082545694078,0.184862956378429,0.900227706403583,0.0333691555652082,0.414377243062333,0.397141458826354,NA,"epithelial cell proliferation"
"GO:0008217",0.000596852552627451,0.421394472941921,0.920735580442053,0.591342659488265,0.0688182802546302,0.199251466563499,0.383898592581654,0.0813822366858927,"regulation of blood pressure"
"GO:0030799",0.000598503415899877,0.291321504538679,0.121312720979937,NA,0.242620140052725,NA,NA,NA,"regulation of cyclic nucleotide metabolic process"
"GO:0051965",0.000598503415899877,0.765850614172625,0.00432057794764245,0.494408134685737,0.0311193745349744,NA,NA,NA,"positive regulation of synapse assembly"
"GO:0007411",0.000602600470353036,0.354153116900573,0.000835239926647146,0.983792896888436,0.00269196775444943,0.845617085037576,0.2928264313698,0.657823095023333,"axon guidance"
"GO:0072006",0.000624124940748539,0.519604257261009,0.0094893333091642,0.882345888296343,NA,NA,NA,0.342964060892291,"nephron development"
"GO:0090087",0.000630673491110529,0.903450270179345,0.910706516534656,0.264170067416234,0.00312070406191878,0.706335129503169,NA,0.137809951396054,"regulation of peptide transport"
"GO:0030278",0.000672877767639241,0.554547201250404,0.687113130664419,0.353316604404133,0.0224723431221438,0.0286923346338932,NA,0.143057491932121,"regulation of ossification"
"GO:0002793",0.000724615224128261,0.429747555626009,0.920199212225473,0.0868185233994621,0.0059586798112295,0.755444947922757,NA,0.00837635319967322,"positive regulation of peptide secretion"
"GO:0032206",0.000735613670495778,NA,0.0715535818881029,0.66397565306558,0.0231002473186725,NA,NA,0.229543454051065,"positive regulation of telomere maintenance"
"GO:1900182",0.000735613670495778,0.683894881271172,0.184345603456851,0.900251054712445,0.00165616727726191,NA,NA,NA,"positive regulation of protein localization to nucleus"
"GO:0050918",0.000767256768627233,0.435514295532881,NA,0.765924704221694,0.138495227474681,0.248880749976673,NA,NA,"positive chemotaxis"
"GO:0010769",0.000797201220211498,0.499187888865125,0.0320067514523214,0.936588169195852,0.00633177372477399,0.393224464340287,NA,0.373677624907362,"regulation of cell morphogenesis involved in differentiation"
"GO:0060078",0.000850799085250954,0.227173677838404,0.709423446626481,0.710750220491409,NA,NA,NA,NA,"regulation of postsynaptic membrane potential"
"GO:0008037",0.000900087349798663,0.981904509079875,0.0804277742707506,0.732120944511306,0.0590759616772122,0.533027357631747,NA,0.354094220047951,"cell recognition"
"GO:0051480",0.000926055637639989,0.543638189139167,0.49941673603235,0.65016766497946,NA,0.199819285013548,0.0609881882455978,NA,"regulation of cytosolic calcium ion concentration"
"GO:0007606",0.000936126217459972,0.96948321655719,0.844558692724386,0.845284407417593,0.291769602382285,0.484336096732483,NA,NA,"sensory perception of chemical stimulus"
"GO:0022037",0.00101207820647364,0.0166088013228008,0.179022550145058,0.532170596022929,0.330897863115618,0.1779828835627,NA,0.0716092123006581,"metencephalon development"
"GO:0032210",0.00101572716601734,0.706355765553328,0.0827228172127422,0.686753225003115,0.0250127218426655,NA,NA,NA,"regulation of telomere maintenance via telomerase"
"GO:0048638",0.00101951992766938,0.328146632060327,0.121495534917755,0.91926055080509,0.000898307481572635,0.36921604713389,NA,0.355321354104437,"regulation of developmental growth"
"GO:0009914",0.00105611631601347,0.87332032420771,0.160172246660298,0.921395864173498,0.265603544934353,NA,0.678807435233962,NA,"hormone transport"
"GO:0048806",0.00118326477173465,0.697455637017898,0.309336645645462,NA,0.000210057659370594,NA,0.123891149968642,NA,"genitalia development"
"GO:0051347",0.00119851313464591,0.804756980655804,0.264646504826527,0.816107654724598,0.0373249823898947,0.1045574327193,0.145187618001241,0.138664570475972,"positive regulation of transferase activity"
"GO:0003012",0.00119857093062465,0.17958464910054,0.740519519766612,0.018148038980538,0.04544546609907,0.478812109006873,0.783132604664084,0.060929416567856,"muscle system process"
"GO:0043408",0.0012197090899557,0.761704017396856,0.217497634064874,0.701735099755928,0.0100260117967018,0.042178104201056,0.285140535965529,0.501133815091078,"regulation of MAPK cascade"
"GO:0035270",0.00122877651797316,0.177361370729269,0.78935762189545,0.790196145929134,0.00338372141379879,0.441787233747822,NA,NA,"endocrine system development"
"GO:0030802",0.00123907780685697,0.329953154686769,0.308719763980932,NA,NA,NA,NA,NA,"regulation of cyclic nucleotide biosynthetic process"
"GO:0030823",0.00126880906169991,0.192714612473252,0.550329614867537,NA,0.0789136751437052,NA,NA,NA,"regulation of cGMP metabolic process"
"GO:0019932",0.00128963790949429,0.0799020051782744,0.263594202890633,0.859040225956564,0.0817563740895599,NA,0.684390814701441,0.678811510457467,"second-messenger-mediated signaling"
"GO:0043087",0.001293173778213,0.586183812969936,0.175495913108385,0.998345084102399,0.100749503062321,0.441954721811685,0.867116135283095,0.862977717894072,"regulation of GTPase activity"
"GO:0046887",0.00135889153845806,0.875950757060447,0.445971528290608,0.670671122163827,0.0498700979021286,NA,NA,NA,"positive regulation of hormone secretion"
"GO:0002790",0.00136246511044458,0.880806236106339,0.8452434851382,0.166106856315276,0.113086444881626,0.873734091744055,NA,0.146188105478028,"peptide secretion"
"GO:0099175",0.0013765457153534,0.925882872428787,0.442354545582654,0.443514916966862,0.0269876843501344,NA,NA,NA,"regulation of postsynapse organization"
"GO:0072073",0.00141963125237832,0.591769788471204,0.042980518101914,0.911050154555159,0.341195140303883,NA,NA,0.368646106435912,"kidney epithelium development"
"GO:0061318",0.00142693763432349,NA,0.0821965695189096,NA,NA,NA,NA,NA,"renal filtration cell differentiation"
"GO:0070203",0.00142693763432349,NA,0.0821965695189096,NA,0.0500657675729906,NA,NA,NA,"regulation of establishment of protein localization to telomere"
"GO:0072112",0.00142693763432349,NA,0.0821965695189096,NA,NA,NA,NA,NA,"glomerular visceral epithelial cell differentiation"
"GO:0072311",0.00142693763432349,NA,0.0821965695189096,NA,NA,NA,NA,NA,"glomerular epithelial cell differentiation"
"GO:0097105",0.00142693763432349,NA,0.0106591803014538,NA,NA,NA,NA,NA,"presynaptic membrane assembly"
"GO:0045860",0.00142722906953525,0.441835502212951,0.564974638210498,0.884096641967934,0.0121899861642702,0.309079474675068,0.365687317572498,0.356721046321984,"positive regulation of protein kinase activity"
"GO:1901998",0.00143444658357981,0.810622089035341,0.0680653981327211,0.79861673189834,0.151697277035411,0.270822588315415,NA,NA,"toxin transport"
"GO:0007215",0.00153048664461988,0.880929574264237,0.0567382285919877,0.971613668778598,NA,NA,0.335787322472122,0.33164510902421,"glutamate receptor signaling pathway"
"GO:0007004",0.00159874820611799,0.821772515679075,0.174931189537657,0.805399215822386,0.0389041283462908,0.452739918221325,NA,NA,"telomere maintenance via telomerase"
"GO:0022604",0.00163541288497693,0.151595408574121,0.112936497197378,0.93305424665543,0.0441207567255498,0.512662482703813,NA,0.361377336390124,"regulation of cell morphogenesis"
"GO:0001655",0.00165082191937492,0.495707135014157,0.0802912052944514,0.714891487582406,0.0161156423120007,0.848680538508631,NA,0.290959884497219,"urogenital system development"
"GO:0006873",0.0017104412872345,0.0723393264292057,0.583415099571981,0.835853207519401,0.308379061366917,0.169754453573834,0.172905630987096,0.362928566131321,"cellular ion homeostasis"
"GO:0035883",0.00171738968845955,NA,NA,NA,0.00333736130934278,NA,NA,NA,"enteroendocrine cell differentiation"
"GO:0099054",0.00171738968845955,NA,0.0079712047994374,NA,0.0836371947583526,NA,NA,NA,"presynapse assembly"
"GO:0003073",0.00172706539327207,0.358074775137871,0.877597455165572,0.61445432000236,0.0194685937026525,0.339474117392677,NA,0.211840357726801,"regulation of systemic arterial blood pressure"
"GO:0031016",0.00172706539327207,0.161403864008714,0.335789829993021,0.61445432000236,0.0194685937026525,NA,NA,NA,"pancreas development"
"GO:0048589",0.00173476689113175,0.390966654579533,0.0608187845132726,0.926430560050166,0.0206529226041766,0.400852947302467,NA,0.215632661494685,"developmental growth"
"GO:0099565",0.00174227304416035,0.197887196763156,0.678087276094377,0.679455718569062,NA,NA,NA,NA,"chemical synaptic transmission, postsynaptic"
"GO:0046879",0.00176241623213294,0.856239510235041,0.221107697861216,0.909679322310621,0.256081363866459,NA,0.669284865310506,NA,"hormone secretion"
"GO:0006935",0.00188527010125896,0.1410997431083,0.00848124280156763,0.693704297380735,0.0296740260876449,0.65276218447225,0.308884308130664,0.858098410353426,"chemotaxis"
"GO:0031018",0.00189082342638279,0.363264934846046,NA,NA,0.0071710047457406,NA,NA,NA,"endocrine pancreas development"
"GO:0090183",0.00189082342638279,0.363264934846046,0.119700117636072,NA,NA,NA,NA,0.132026527014429,"regulation of kidney development"
"GO:0042330",0.00197574456722189,0.144090606425055,0.00880200370241283,0.697974959246232,0.0300003032172257,0.654730762479451,0.310461090982997,0.858923345808844,"taxis"
"GO:0007623",0.00204810856204404,0.590583893287652,0.159320309768125,0.923375117868085,0.52229913308325,0.165481069706142,0.197507823728543,0.55696832097895,"circadian rhythm"
"GO:0006278",0.00205422742754312,0.62473016728177,0.191688282886392,0.819615176328949,0.0412513640610039,0.463479564988608,NA,NA,"RNA-dependent DNA biosynthetic process"
"GO:0009190",0.00210432030900072,0.279849628396843,0.480700024097384,0.929820932498422,0.238703459209804,NA,NA,NA,"cyclic nucleotide biosynthetic process"
"GO:0052652",0.00210432030900072,0.279849628396843,0.480700024097384,0.929820932498422,0.238703459209804,NA,NA,NA,"cyclic purine nucleotide metabolic process"
"GO:1904356",0.00210432030900072,0.75672074847054,0.114374214234481,0.73816844284939,0.0300641705988535,NA,NA,NA,"regulation of telomere maintenance via telomere lengthening"
"GO:0043547",0.00210775746955537,0.79175281648525,0.162864353846403,0.999662475630051,0.181553019659162,0.3106183532988,0.811701716658532,0.806863180771792,"positive regulation of GTPase activity"
"GO:0071902",0.00212686543477369,0.16795873452537,0.617941407022276,0.893480805559199,0.0438822123537432,0.112332360111881,0.18664418425278,0.774148155105642,"positive regulation of protein serine/threonine kinase activity"
"GO:0045596",0.00213588755975453,0.0104050220516017,0.143681699241191,0.267636962210772,0.0217418432065249,0.796385741329647,0.446304930424245,0.221608911761472,"negative regulation of cell differentiation"
"GO:0010885",0.00214592013703,NA,NA,NA,NA,0.00494995338354917,0.0612668965383377,NA,"regulation of cholesterol storage"
"GO:0030825",0.00214592013703,0.435304156391012,0.422678191142725,NA,0.0549346859739284,NA,NA,NA,"positive regulation of cGMP metabolic process"
"GO:0070202",0.00214592013703,NA,0.0973217635209669,NA,0.0549346859739284,NA,NA,NA,"regulation of establishment of protein localization to chromosome"
"GO:0072010",0.00214592013703,NA,0.0973217635209669,NA,NA,NA,NA,NA,"glomerular epithelium development"
"GO:1904816",0.00214592013703,NA,0.0973217635209669,NA,0.0549346859739284,NA,NA,NA,"positive regulation of protein localization to chromosome, telomeric region"
"GO:0010771",0.00215443089132862,0.519604257261009,0.0679627031077917,0.882345888296343,0.316921692218557,0.518919230887544,NA,0.342964060892291,"negative regulation of cell morphogenesis involved in differentiation"
"GO:1900180",0.00215443089132862,0.170909375653892,0.291955837468297,0.882345888296343,0.000546443240404183,NA,NA,NA,"regulation of protein localization to nucleus"
"GO:0072001",0.00221585902163064,0.486507976989493,0.068968339967754,0.723825678096785,0.0555041891560615,0.813269785194067,NA,0.618344346825248,"renal system development"
"GO:0007269",0.00224621822212046,0.571178927393366,0.532998207112056,0.231358874245703,0.46169031766234,0.329669362204874,NA,0.146944437126787,"neurotransmitter secretion"
"GO:0099643",0.00224621822212046,0.571178927393366,0.532998207112056,0.231358874245703,0.46169031766234,0.329669362204874,NA,0.146944437126787,"signal release from synapse"
"GO:0006875",0.00226261102690584,0.0804183571026774,0.681226644191392,0.775388121396191,0.807001400305782,0.198705252855833,0.271226041115652,0.263765675131766,"cellular metal ion homeostasis"
"GO:0007339",0.00227212547838419,NA,0.0543440924976119,0.218232087310407,0.0883368996878782,0.162681167989971,NA,0.0968951951988317,"binding of sperm to zona pellucida"
"GO:0002791",0.00229450004785444,0.742334313214072,0.924457237588649,0.268511541801558,0.0520096359801771,0.935654049476699,NA,0.0694126886747518,"regulation of peptide secretion"
"GO:0060998",0.00231825477807065,NA,0.200272891138703,0.826368565458506,0.280713460595403,NA,NA,NA,"regulation of dendritic spine development"
"GO:0002064",0.00243840719525611,0.739565469020049,0.847036702164006,0.709626454465885,0.0239873291763555,NA,0.502827589704796,NA,"epithelial cell development"
"GO:0016339",0.00248550273512735,NA,0.0886060719388311,0.242545568082303,0.000743152227911817,NA,NA,NA,"calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules"
"GO:0030003",0.00256117696324245,0.0963475082370307,0.560320430567363,0.821337132488154,0.301327213409,0.162704158832506,0.167317006981941,0.355168157909145,"cellular cation homeostasis"
"GO:0032147",0.00262928608173298,0.313709564373621,0.487170772169556,0.823502839240969,0.00716858001600008,0.0835788559975127,0.747357357995862,0.38781558266928,"activation of protein kinase activity"
