"OR","pval","FDR","Bonf","Drug","Database","numGenesSet","numGenesSig"
2.13993027309704,2.09019046675508e-19,1.22888784338532e-17,3.56377474581741e-16,"TERT-BUTYL-HYDROPEROXIDE","dsigdb",1078,178
1.88403219029558,5.80181289102854e-19,3.29736365973455e-17,9.89209097920365e-16,"(-)-Epigallocatechin-gallate","dsigdb",1776,260
1.97028577417247,6.5354913146e-19,3.59452022303e-17,1.1143012691393e-15,"COUMESTROL","dsigdb",1451,222
2.82360387412052,8.28767012670024e-19,4.41577423938247e-17,1.41304775660239e-15,"rifabutin","dsigdb",428,90
2.02121379543769,2.08676300168969e-18,1.07816088420634e-16,3.55793091788093e-15,"resveratrol","dsigdb",1261,198
2.17416629356928,4.14501839418992e-18,2.07860481238053e-16,7.06725636209381e-15,"5-Fluorouracil","dsigdb",934,157
2.91177720469668,1.9636863210658e-17,9.56595764976341e-16,3.34808517741719e-14,"rosiglitazone","dsigdb",361,78
2.16394200657259,3.9728516522862e-17,1.88158668531888e-15,6.77371206714797e-14,"genistein","dsigdb",888,149
2.74189400865894,5.72860955137618e-17,2.63980521218821e-15,9.76727928509639e-14,"cytarabine","dsigdb",413,85
1.69871013133208,8.70633552404892e-17,3.90639528118511e-15,1.48443020685034e-13,"anisomycin","dsigdb",2553,339
2.91826980051353,1.13096563947446e-15,4.94434978283063e-14,1.92829641530395e-12,"Methaneseleninic-acid","dsigdb",318,69
1.66248942264157,1.22149820910437e-15,5.20663611630738e-14,2.08265444652295e-12,"formaldehyde","dsigdb",2612,341
1.87563947118251,2.44973139996582e-15,1.01872976510774e-13,4.17679203694173e-12,"SELENIUM","dsigdb",1374,203
2.07871157043852,2.73144505854014e-15,1.09767744580327e-13,4.65711382481094e-12,"captopril","dsigdb",898,146
2.14271343997557,2.76833608032496e-15,1.09767744580327e-13,4.72001301695405e-12,"paclitaxel","dsigdb",802,134
2.13019624393332,3.59461553241735e-15,1.39291351881172e-13,6.12881948277159e-12,"arsenite","dsigdb",812,135
2.56484975875412,7.41602363730292e-15,2.80984895591144e-13,1.26443203016015e-11,"etoposide","dsigdb",430,84
2.13032694475761,3.30248625175931e-14,1.22407370853253e-12,5.63073905924962e-11,"Enterolactone","dsigdb",750,125
1.64583920011636,7.23628616654846e-14,2.62507827956705e-12,1.23378679139651e-10,"atrazine","dsigdb",2330,304
2.80003620144091,7.41446463603174e-14,2.63367962592378e-12,1.26416622044341e-10,"dexamethasone","dsigdb",309,65
1.76020881978349,1.74810998366576e-13,6.08270922887781e-12,2.98052752215013e-10,"POTASSIUM-CHROMATE","dsigdb",1565,219
3.77578874644968,2.35132227267926e-13,8.01800894983628e-12,4.00900447491814e-10,"HEMATOXYLIN","dsigdb",143,38
5.55355283383746,5.16817238377492e-13,1.72779096359534e-11,8.81173391433624e-10,"Nandrolone-phenpropionate","dsigdb",66,23
1.63917325191571,8.10759535102085e-13,2.65835578336357e-11,1.38234500734905e-09,"hydrogen-peroxide","dsigdb",2135,279
2.4057562205422,3.69225441380343e-12,1.1877912784028e-10,6.29529377553485e-09,"mebendazole","dsigdb",414,77
2.45335218305694,4.61110490817841e-12,1.45591367934152e-10,7.86193386844418e-09,"Dasatinib","dsigdb",386,73
2.25934778140077,5.42528375586013e-12,1.68183796431664e-10,9.25010880374152e-09,"Silica","dsigdb",499,88
1.66047438391788,8.37021195583689e-12,2.54843060441105e-10,1.42712113847019e-08,"lycorine","dsigdb",1773,236
2.46881891670734,9.01463337000701e-12,2.69648243787052e-10,1.5369949895862e-08,"verteporfin","dsigdb",368,70
2.22003056306571,1.16886258607278e-11,3.4360529469898e-10,1.99291070925408e-08,"methotrexate","dsigdb",512,89
1.9256744010564,1.46366622245126e-11,4.2297473038634e-10,2.49555090927941e-08,"Bisphenol-A","dsigdb",861,132
1.49614463567998,2.97318793667921e-11,8.44880905339676e-10,5.06928543203805e-08,"METHYL-METHANESULFONATE","dsigdb",3212,384
3.54055764075067,4.35802658201891e-11,1.21810415120365e-09,7.43043532234224e-08,"diazepam","dsigdb",134,34
2.3058777700831,6.59008414831567e-11,1.80484422074757e-09,1.12360934728782e-07,"8-Bromo-cAMP,-Na","dsigdb",417,75
2.06375503752084,6.66892585965376e-11,1.80484422074757e-09,1.13705185907097e-07,"ARSENIC","dsigdb",612,100
2.25290806754221,7.28606428225681e-11,1.94105306269498e-09,1.24227396012479e-07,"4-Hydroxytamoxifen","dsigdb",448,79
1.71010444244203,7.51061358174105e-11,1.97009171644131e-09,1.28055961568685e-07,"COPPER","dsigdb",1359,187
2.71979426096373,8.006354468159e-11,2.06830823760774e-09,1.36508343682111e-07,"mifepristone","dsigdb",252,52
1.71710949967802,1.14995847161744e-10,2.92638685687721e-09,1.96067919410773e-07,"menadione","dsigdb",1302,180
1.84866794656007,1.54471955089067e-10,3.84437198108163e-09,2.63374683426859e-07,"Arsenenous-acid","dsigdb",911,135
3.00141633655697,1.5557869014348e-10,3.84437198108163e-09,2.65261666694633e-07,"temozolomide","dsigdb",188,42
2.78638573743922,1.64136670870325e-10,3.99790034048435e-09,2.79853023833905e-07,"Medroxyprogesterone-acetate","dsigdb",228,48
2.28961109022249,1.6749939643275e-10,4.02234466081464e-09,2.85586470917839e-07,"podophyllotoxin","dsigdb",408,73
2.22316872262627,1.9086090640284e-10,4.51969229745613e-09,3.25417845416841e-07,"curcumin","dsigdb",447,78
1.76573377029168,2.00030778661529e-10,4.67195174819051e-09,3.41052477617907e-07,"cimetidine","dsigdb",1105,157
3.58292291220557,2.27169436887174e-10,5.23410662017069e-09,3.87323889892631e-07,"ciglitazone","dsigdb",121,31
2.63975693988152,2.82399806809528e-10,6.41988894146995e-09,4.81491670610246e-07,"tretinoin","dsigdb",258,52
1.84155866755609,3.10639008084049e-10,6.96894090504347e-09,5.29639508783304e-07,"vincristine","dsigdb",893,132
3.33911679902878,3.15827626237478e-10,6.99332600954416e-09,5.384861027349e-07,"isotretinoin","dsigdb",140,34
1.90616161616162,3.50748748161541e-10,7.66700789250548e-09,5.98026615615428e-07,"testosterone","dsigdb",767,117
1.58391950009082,3.69425269893059e-10,7.97303905275526e-09,6.29870085167666e-07,"ETHYL-METHANESULFONATE","dsigdb",1890,242
4.22226440677966,4.22864987853029e-10,9.01231005361768e-09,7.20984804289414e-07,"Axitinib","dsigdb",83,24
13.2748299319728,4.64465508970917e-10,9.77671225673351e-09,7.91913692795414e-07,"Ketanserin","dsigdb",16,9
3.17743388192909,5.10248753698287e-10,1.06094405494583e-08,8.6997412505558e-07,"17-Ethynyl-estradiol","dsigdb",154,36
1.78846833384134,5.49892448410723e-10,1.12959834281962e-08,9.37566624540283e-07,"zalcitabine","dsigdb",986,142
2.26763258611263,6.24073106706087e-10,1.26671981777843e-08,1.06404464693388e-06,"NICKEL-SULFATE","dsigdb",394,70
1.82910664509464,6.46422003483304e-10,1.29664648934004e-08,1.10214951593903e-06,"ampyrone","dsigdb",884,130
2.06508506340205,6.73837993201613e-10,1.33592299814971e-08,1.14889377840875e-06,"Vitinoin","dsigdb",543,89
3.08335982814178,8.13299118486669e-10,1.59387930691928e-08,1.38667499701977e-06,"NVP-TAE684","dsigdb",162,37
3.36251643375371,8.71622154083374e-10,1.68876792353654e-08,1.48611577271215e-06,"1-Phosphatidyl-myo-inositol","dsigdb",131,32
3.46548956661316,1.24403106473525e-09,2.38322805098158e-08,2.1210729653736e-06,"colforsin","dsigdb",120,30
1.65953295791334,1.26985264724521e-09,2.40566529283676e-08,2.16509876355308e-06,"metronidazole","dsigdb",1354,182
6.58273450687244,1.45398023829707e-09,2.72421572120495e-08,2.4790363062965e-06,"Sildenafil-citrate","dsigdb",36,14
2.84969860064586,1.67982880770143e-09,3.11316099688146e-08,2.86410811713094e-06,"Premarin","dsigdb",191,41
7.75238473767886,1.98108763593252e-09,3.5851988150634e-08,3.37775441926495e-06,"Acteoside","dsigdb",28,12
2.25164280315754,1.98969385234934e-09,3.5851988150634e-08,3.39242801825562e-06,"HC-toxin","dsigdb",379,67
2.04754750132901,1.99761810809984e-09,3.5851988150634e-08,3.40593887431023e-06,"MS-275","dsigdb",528,86
1.89509006828161,2.1961738324565e-09,3.90049623368577e-08,3.74447638433834e-06,"alprostadil","dsigdb",710,108
3.54767895086754,2.39255705703336e-09,4.20547400231121e-08,4.07930978224187e-06,"Acetylcholine-bromide","dsigdb",110,28
2.66783428949691,3.12364304504353e-09,5.43450142020328e-08,5.32581139179921e-06,"Allococaine","dsigdb",221,45
5.7484076433121,4.74803304040785e-09,8.17716801403575e-08,8.09539633389539e-06,"terbutaline","dsigdb",42,15
1.52460450446011,5.23066028898419e-09,8.91827579271805e-08,8.91827579271805e-06,"irinotecan","dsigdb",2024,251
2.75706100906281,5.29845045529654e-09,8.94441388740654e-08,9.0338580262806e-06,"Fulvestrant","dsigdb",196,41
1.57874200388013,5.98924742458152e-09,1.0011438096972e-07,1.02116668589115e-05,"clindamycin","dsigdb",1619,208
2.13375636636887,6.32804494666482e-09,1.04750646932656e-07,1.07893166340635e-05,"testosterone-enanthate","dsigdb",426,72
1.878742320754,6.83870641796288e-09,1.12115331179103e-07,1.16599944426267e-05,"Bortezomib","dsigdb",688,104
2.87493386985588,8.20328616427341e-09,1.33205742000821e-07,1.39866029100862e-05,"LY-294002","dsigdb",171,37
1.85064935064935,8.34328635575946e-09,1.34200973929904e-07,1.42253032365699e-05,"CADMIUM","dsigdb",724,108
2.05805800004967,8.58852716715582e-09,1.36854568411221e-07,1.46434388200007e-05,"troglitazone","dsigdb",476,78
3.08087841456883,1.23962009399927e-08,1.95699283358218e-07,2.11355226026876e-05,"KW-2449","dsigdb",140,32
2.68714584560392,1.26475920150181e-08,1.97836187023907e-07,2.15641443856059e-05,"topotecan","dsigdb",200,41
1.51328381184158,1.45972240719257e-08,2.26256973114849e-07,2.48882670426333e-05,"latamoxef","dsigdb",1977,244
5.7919151193634,1.4918024489333e-08,2.29146232020835e-07,2.54352317543127e-05,"Idocyklin","dsigdb",39,14
1.74767735060925,1.59508389967919e-08,2.42823040085091e-07,2.71961804895302e-05,"MG-262","dsigdb",896,127
3.09837238510954,1.81371886455264e-08,2.73662890624978e-07,3.09239066406225e-05,"3,3',4,4',5-Pentachlorobiphenyl","dsigdb",135,31
2.92291671282654,2.09915745925987e-08,3.13952935792814e-07,3.57906346803807e-05,"dopamine","dsigdb",155,34
1.60326885379404,2.12804340111485e-08,3.15505565121811e-07,3.62831399890082e-05,"glibenclamide","dsigdb",1361,178
1.85421567905493,2.21469706888008e-08,3.25522284693149e-07,3.77605850244053e-05,"ambroxol","dsigdb",675,101
1.91080228922686,2.48403573406463e-08,3.61989822784632e-07,4.23528092658019e-05,"hydralazine","dsigdb",592,91
2.04793869953374,2.54799400905089e-08,3.68163541138285e-07,4.34432978543176e-05,"carmustine","dsigdb",453,74
1.7806413805347,2.57722656291958e-08,3.6916012790211e-07,4.39417128977789e-05,"diazinon","dsigdb",797,115
2.39442594807012,2.5981944485779e-08,3.6916012790211e-07,4.42992153482532e-05,"(-)-isoprenaline","dsigdb",268,50
3.9576532094104,2.64217304573473e-08,3.70296492009264e-07,4.50490504297772e-05,"JNJ-28312141","dsigdb",76,21
3.11733547351525,2.6496288577789e-08,3.70296492009264e-07,4.51761720251302e-05,"furosemide","dsigdb",130,30
6.52731988954899,3.13193144086465e-08,4.34141715989775e-07,5.33994310667423e-05,"AZD-2171","dsigdb",31,12
3.29796380090498,3.3330284465703e-08,4.58291411403416e-07,5.68281350140236e-05,"Rifampicin","dsigdb",112,27
2.41956169403143,3.44630608259377e-08,4.7007614966579e-07,5.87595187082237e-05,"mitomycin-C","dsigdb",255,48
3.45891141942369,3.52340676038733e-08,4.76778454480984e-07,6.0074085264604e-05,"Alitretinoin","dsigdb",100,25
9.29095238095238,3.72765246119072e-08,5.00444680813399e-07,6.35564744633017e-05,"nitrofurantoin","dsigdb",19,9
1.89142349330162,4.08986984080299e-08,5.44783443638211e-07,6.9732280785691e-05,"neostigmine-bromide","dsigdb",597,91
2.42711385069392,4.31568303926218e-08,5.70406169142792e-07,7.35823958194201e-05,"Sunitinib","dsigdb",249,47
2.85175992389518,4.35426277536443e-08,5.71078310153565e-07,7.42401803199635e-05,"acetaldehyde","dsigdb",158,34
2.88337971844686,5.09259050975099e-08,6.62814261001942e-07,8.68286681912544e-05,"HG-14-10-04","dsigdb",152,33
2.98300321199143,5.27846263820114e-08,6.81801424100981e-07,8.99977879813295e-05,"Pentadecafluorooctanoic-acid","dsigdb",139,31
3.02607177920803,5.9919955286696e-08,7.68146795216667e-07,0.000102163523763817,"celecoxib","dsigdb",133,30
2.86722198622167,9.64024654451457e-08,1.22661345958189e-06,0.000164366203583973,"gemcitabine","dsigdb",148,32
1.57639548773186,9.7933708668741e-08,1.23686646874225e-06,0.000166976973280203,"8-azaguanine","dsigdb",1340,173
3.83714741883981,1.15161434000096e-07,1.44152413000979e-06,0.000196350244970164,"FLUOXETINE-HYDROCHLORIDE","dsigdb",74,20
2.53965546648474,1.15829211619555e-07,1.44152413000979e-06,0.000197488805811342,"CEP-701","dsigdb",204,40
8.44588744588745,1.19476109927406e-07,1.47613599584222e-06,0.000203706767426226,"124020-07-1","dsigdb",20,9
2.84256932141238,1.22360245425203e-07,1.50089365791346e-06,0.00020862421844997,"ascorbic-acid","dsigdb",149,32
1.98181562803262,1.29234625334996e-07,1.5665650165285e-06,0.000220345036196168,"parathion","dsigdb",459,73
3.06015921685561,1.29551711044293e-07,1.5665650165285e-06,0.000220885667330519,"cholesterol","dsigdb",123,28
2.69635193133047,1.41543722594308e-07,1.69952145791052e-06,0.000241332047023294,"ellagic-acid","dsigdb",170,35
5.90506472859414,1.47895389458688e-07,1.76336810508436e-06,0.000252161639027063,"GW9662","dsigdb",33,12
3.02812667022982,1.69344578960367e-07,2.00508685505157e-06,0.000288732507127427,"4-aminobutyric-acid","dsigdb",124,28
1.56778352727365,1.89122539985517e-07,2.21167448752957e-06,0.000322453930675306,"cicloheximide","dsigdb",1314,169
1.53272136930292,1.89386788961476e-07,2.21167448752957e-06,0.000322904475179317,"lobeline","dsigdb",1502,189
1.7353470811312,1.91958952289821e-07,2.22646267791935e-06,0.000327290013654144,"staurosporine","dsigdb",778,110
1.81697007496696,2.02286655173203e-07,2.33039693966427e-06,0.000344898747070312,"Demecolcine","dsigdb",631,93
2.74412861736334,2.04803027278602e-07,2.34355141953031e-06,0.000349189161510017,"BX-912","dsigdb",158,33
6.31276483050847,2.17816022998987e-07,2.47584212808849e-06,0.000371376319213273,"p-benzoquinone","dsigdb",29,11
2.03598528134571,2.23871062668079e-07,2.5278156413846e-06,0.000381700161849074,"Fonofos","dsigdb",399,65
2.07027860605118,2.84748037793293e-07,3.19404871340503e-06,0.000485495404437564,"diclofenac","dsigdb",369,61
2.01754527892204,3.18368014783682e-07,3.54782656997501e-06,0.000542817465206177,"TERBUFOS","dsigdb",402,65
3.06543949910207,3.66438669644302e-07,4.04122038106461e-06,0.000624777931743535,"actinomycin-D","dsigdb",114,26
2.93591176327681,3.67383671005874e-07,4.04122038106461e-06,0.000626389159065015,"N-methyl-D-aspartic-acid","dsigdb",127,28
1.569528992487,3.84654192193176e-07,4.20407306211131e-06,0.000655835397689365,"ZINC","dsigdb",1233,159
1.99544951420489,3.96002492973276e-07,4.30053662751233e-06,0.000675184250519435,"Tamibarotene","dsigdb",412,66
3.12423654061282,4.07583304927435e-07,4.3982881955777e-06,0.000694929534901276,"LAMININ","dsigdb",108,25
3.19064615384615,4.4630986549444e-07,4.78590138784919e-06,0.000760958320668021,"N-NITROSODIETHYLAMINE","dsigdb",102,24
5.98020740410348,4.66837364862093e-07,4.97473566931168e-06,0.000795957707089868,"dieldrin","dsigdb",30,11
1.66065460090402,4.72064427876905e-07,4.99919161198834e-06,0.000804869849530123,"thapsigargin","dsigdb",897,122
2.84045504994451,5.12969818495344e-07,5.39884901564544e-06,0.000874613540534561,"CROTONALDEHYDE","dsigdb",135,29
1.54733251054431,5.27881902090393e-07,5.52170946665104e-06,0.000900038643064119,"danazol","dsigdb",1304,166
6.4534806776072,6.79279970517509e-07,7.06202652275825e-06,0.00115817234973235,"Prazosin-hydrochloride","dsigdb",26,10
1.67493407404803,7.1339764599985e-07,7.37177567533179e-06,0.00121634298642974,"phenobarbital","dsigdb",831,114
3.51106340372178,7.22042992040013e-07,7.41616446643508e-06,0.00123108330142822,"nitrate","dsigdb",79,20
10.3139534883721,7.56725243086368e-07,7.72584754169016e-06,0.00129021653946226,"zolpidem","dsigdb",14,7
3.90945802337938,8.50543119578765e-07,8.63200011239163e-06,0.00145017601888179,"Spectrum","001666",62,17
3.17880597014925,8.66808237527608e-07,8.74501801766018e-06,0.00147790804498457,"retinol","dsigdb",98,23
1.68880061526055,9.26094952923584e-07,9.28818761608653e-06,0.00157899189473471,"mitoxantrone","dsigdb",781,108
5.68090572033898,9.50723176010856e-07,9.42431985522389e-06,0.00162098301509851,"105156-22-7","dsigdb",31,11
5.68090572033898,9.50723176010856e-07,9.42431985522389e-06,0.00162098301509851,"Perfluorooctanesulfonic-acid","dsigdb",31,11
2.66073229865326,1.08641582899669e-06,1.07071617828865e-05,0.00185233898843936,"Sorafenib","dsigdb",152,31
2.85856554160126,1.14010646761928e-06,1.11717329154648e-05,0.00194388152729087,"epinephrine","dsigdb",125,27
1.77901707912165,1.22148212849268e-06,1.19007258804573e-05,0.00208262702908002,"nocodazole","dsigdb",600,87
6.07355276679226,1.47647071519986e-06,1.43033100534987e-05,0.00251738256941577,"Clofop-[ISO]","dsigdb",27,10
3.09592113643286,1.52486835813505e-06,1.46061828686532e-05,0.00259990055062026,"Acid-red-87","dsigdb",100,23
3.09592113643286,1.52486835813505e-06,1.46061828686532e-05,0.00259990055062026,"ACRYLAMIDE","dsigdb",100,23
3.94082391320841,1.65680706505071e-06,1.57813186922428e-05,0.00282485604591146,"IBMX","dsigdb",58,16
1.74875621890547,1.69275666805813e-06,1.6034167327995e-05,0.00288615011903911,"LEAD","dsigdb",630,90
2.99766746987952,1.7691855645307e-06,1.66655325277615e-05,0.00301646138752484,"Vandetanib","dsigdb",107,24
5.41010895883777,1.84854858350916e-06,1.72895983994709e-05,0.00315177533488312,"FITC","dsigdb",32,11
1.45507532533236,1.85571642645347e-06,1.72895983994709e-05,0.00316399650710317,"doxorubicin","dsigdb",1721,207
3.12255785609505,2.2355062419487e-06,2.06029088785002e-05,0.00381153814252254,"ALDOSTERONE","dsigdb",95,22
3.12255785609505,2.2355062419487e-06,2.06029088785002e-05,0.00381153814252254,"AZD4547","dsigdb",95,22
1.34540987750121,2.35198645676376e-06,2.15598758536678e-05,0.00401013690878221,"0175029-0000","dsigdb",3157,350
2.71528544383782,2.38584344072422e-06,2.17532784301326e-05,0.0040678630664348,"morphine","dsigdb",135,28
1.57446639368568,2.41268851171396e-06,2.18810314493207e-05,0.0041136339124723,"Disodium-selenite","dsigdb",1032,134
3.19890528096222,2.45123649022998e-06,2.21130064330271e-05,0.00417935821584212,"berberine","dsigdb",89,21
1.78264622680755,2.59800573464207e-06,2.32043031878984e-05,0.00442959977756473,"etifenin","dsigdb",557,81
1.8877487964783,2.60860738842141e-06,2.32043031878984e-05,0.0044476755972585,"GDC-0941","dsigdb",438,67
9.02424682875264,2.62664546349817e-06,2.32043031878984e-05,0.00447843051526438,"mirtazapine","dsigdb",15,7
9.02424682875264,2.62664546349817e-06,2.32043031878984e-05,0.00447843051526438,"Xanthohumol","dsigdb",15,7
2.48395777995247,2.81648833837878e-06,2.47531578192568e-05,0.00480211261693583,"R406","dsigdb",171,33
5.7358390682901,3.03008071954904e-06,2.6493782701698e-05,0.00516628762683112,"AG-013736","dsigdb",28,10
1.87743072222157,3.17850891522214e-06,2.76497841859885e-05,0.00541935770045375,"POTASSIUM-DICHROMATE","dsigdb",440,67
2.84840559653793,3.22084355231325e-06,2.77941298379731e-05,0.00549153825669409,"Imatinib-mesylate","dsigdb",116,25
1.94532540301744,3.22770540053881e-06,2.77941298379731e-05,0.00550323770791867,"colchicine","dsigdb",382,60
3.15238227531602,3.27050838083759e-06,2.80211898961211e-05,0.00557621678932809,"LITHIUM","dsigdb",90,21
4.76825241531124,3.40730572759627e-06,2.89433528793493e-05,0.00580945626555164,"topiramate","dsigdb",38,12
2.7797293057612,3.43020655281617e-06,2.89433528793493e-05,0.00584850217255156,"BIBF-1120-(derivative)","dsigdb",123,26
2.7797293057612,3.43020655281617e-06,2.89433528793493e-05,0.00584850217255156,"Nintedanib","dsigdb",123,26
5.16393008474576,3.44604142786387e-06,2.89433528793493e-05,0.0058755006345079,"endosulfan","dsigdb",33,11
1.39869203393583,3.51035332780041e-06,2.93389824700966e-05,0.0059851524238997,"camptothecin","dsigdb",2159,250
2.66518910066245,3.65943891571973e-06,3.04358212258641e-05,0.00623934335130214,"DICHLOROMETHANE","dsigdb",137,28
2.00399270896624,4.00818786970823e-06,3.31745646497695e-05,0.00683396031785253,"3-(1-methylpyrrolidin-2-yl)pyridine","dsigdb",335,54
2.47977040347273,4.21245176783656e-06,3.46967645611659e-05,0.00718223026416134,"wortmannin","dsigdb",166,32
2.31689917564997,4.42040902820192e-06,3.62114656000286e-05,0.00753679739308427,"OTSSP167","dsigdb",203,37
2.69281619822485,4.43882481548737e-06,3.62114656000286e-05,0.00756819631040597,"AZD5438","dsigdb",131,27
2.05122581689187,4.59615230388796e-06,3.73163794196618e-05,0.00783643967812897,"N-Acetyl-L-cysteine","dsigdb",304,50
2.28363767382196,4.77767900587141e-06,3.86063635308567e-05,0.00814594270501076,"folic-acid","dsigdb",211,38
2.20987523494537,4.91760615702566e-06,3.95496155553243e-05,0.00838451849772875,"Capsaicin","dsigdb",234,41
1.55842070723063,5.12785743565745e-06,4.10469339333143e-05,0.00874299692779595,"sanguinarine","dsigdb",1017,131
1.43385367008731,5.58628821363832e-06,4.45075766553894e-05,0.00952462140425333,"emetine","dsigdb",1707,203
2.19837037941252,5.67387361992493e-06,4.49951373114977e-05,0.00967395452197201,"ethanol","dsigdb",235,41
1.71046059416274,6.14652765488205e-06,4.85177298683977e-05,0.0104798296515739,"sulpiride","dsigdb",620,87
4.93915806927045,6.1820605872494e-06,4.8573333185531e-05,0.0105404133012602,"BARIUM","dsigdb",34,11
1.82568167669641,6.23231564074565e-06,4.87435695755566e-05,0.0106260981674713,"deptropine","dsigdb",464,69
6.87784241142253,6.56698556856597e-06,5.08941381563862e-05,0.011196710394405,"2-tert-Butyl-4-methoxyphenol","dsigdb",20,8
6.87784241142253,6.56698556856597e-06,5.08941381563862e-05,0.011196710394405,"Microcystin-LR","dsigdb",20,8
2.55001812743587,6.67887770043776e-06,5.15270881413863e-05,0.0113874864792464,"Staurosporine,-Streptomyces-sp.","dsigdb",147,29
3.7828180829579,7.16803306773403e-06,5.5051785497687e-05,0.0122214963804865,"clenbuterol","dsigdb",56,15
3.32621326042379,7.40647663629367e-06,5.6627994012918e-05,0.0126280426648807,"Deacetylchitin","dsigdb",74,18
2.79471460674157,7.68753168924323e-06,5.85144711167844e-05,0.0131072415301597,"Coke","dsigdb",113,24
2.92164255563297,8.37695347830765e-06,6.3478691913398e-05,0.0142827056805145,"CORTICOSTERONE","dsigdb",100,22
1.95457317073171,8.77812506811185e-06,6.62243506244722e-05,0.0149667032411307,"oxygen","dsigdb",342,54
1.96581624981204,8.95722984727079e-06,6.72778717603379e-05,0.0152720768895967,"pyrvinium","dsigdb",334,53
2.26684233640755,1.04319432711565e-05,7.80108038479027e-05,0.0177864632773218,"sulfamonomethoxine","dsigdb",201,36
3.38196885473719,1.06034190658416e-05,7.87519788527297e-05,0.0180788295072599,"dextroamphetamine","dsigdb",69,17
4.73311705508475,1.07076904886906e-05,7.87519788527297e-05,0.0182566122832175,"carvedilol","dsigdb",35,11
2.88451137352225,1.07158117852395e-05,7.87519788527297e-05,0.0182704590938333,"O,P'-DDT","dsigdb",101,22
2.88451137352225,1.07158117852395e-05,7.87519788527297e-05,0.0182704590938333,"VANADIUM","dsigdb",101,22
1.75839850560399,1.14823769917691e-05,8.40234024504994e-05,0.0195774527709664,"pergolide","dsigdb",514,74
2.48641004110134,1.17564610552796e-05,8.5661393586546e-05,0.0200447660992518,"EINECS-250-892-2","dsigdb",150,29
1.45451212857161,1.20506666872874e-05,8.67544836433955e-05,0.020546386701825,"puromycin","dsigdb",1423,172
